2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=猫猫云
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=故障转移
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=自动选择
2025-03-19 13:00:52 INFO - [clash]: INF [API] listening addr=127.0.0.1:9090
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=tcp
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=udp
2025-03-19 13:08:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1934 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1936 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1951 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1953 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1969 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1971 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1982 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1984 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1989 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1991 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1998 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2000 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2032 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2034 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2043 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2045 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2050 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2052 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2060 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2062 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2074 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2076 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2079 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2081 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2087 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:09:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2089 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2102 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2104 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2117 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2119 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2134 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2136 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2140 rAddr=watson.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2146 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2148 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2156 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2158 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2186 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2188 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2190 rAddr=settings-win.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2196 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2198 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2208 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2210 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2216 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2222 rAddr=go.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2228 rAddr=licensing.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2235 rAddr=windows.policies.live.net:443 mode=rule rule=DomainSuffix(live.net) proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:10:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2241 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2243 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2251 rAddr=licensing.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2253 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2262 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2264 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:52 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2270 rAddr=storecatalogrevocation.storequality.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:10:55 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2277 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:10:55 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2279 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:00 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2285 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:00 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2287 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2302 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2304 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2315 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2317 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2331 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2333 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2338 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2340 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2346 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2348 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2376 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2378 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2382 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2384 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2391 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2393 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2399 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2401 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2413 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2415 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2420 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:11:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2422 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2426 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2428 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2445 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2447 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:11 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2459 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:11 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2461 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2472 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2474 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:21 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2482 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:21 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2484 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:26 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2490 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:26 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2492 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2495 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:12:31 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2523 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:31 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2525 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2529 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2531 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2537 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2539 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2588 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2590 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2625 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:2627 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:3167 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:12:57 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:3186 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4204 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4222 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4599 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4601 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4622 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4624 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4637 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4639 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4650 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4652 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4658 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4660 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4687 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4689 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:37 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4694 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:37 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4696 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:42 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4703 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:42 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4705 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:47 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4710 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:47 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4712 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:52 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4726 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:52 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4728 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:57 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4733 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:13:57 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4735 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4749 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4751 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4766 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4768 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4775 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4777 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4786 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4788 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:14:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:4796 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
